TOA5	Fabio	CR1000	38168	CR1000.Std.32.05	CPU:FAB07072021.CR1	20103	Horarios																																
TIMESTAMP	RECORD	ESTACION	TEMP_C_Avg	RH_Avg	RAD_KW_m2_Max	RAD_KW_m2_Min	RAD_MJ_m2_Tot	INT_sol	LLUV_mm_Tot	FREC_VIEN	DIR_PRED	VIENT_m_s_escalar	VIENT_m_s_S_WVT	DIR_vient_D1_WVT	DIR_vient_SD1_WVT	PRES_mb_Avg	QFF	Td_Avg	es_Avg	Anonymous1	Anonymous2	P_mar	TEMP_C_Std	RH_Std	VCORR_m_s_Std	VOLT_BAT_Max	VOLT_BAT_Min	TEM_LOG_Avg	PRES_mb_Std	VCORR_m_s_Max	RH_caja_Max	muestreoScan_Tot	ST_Avg	PAR_Den_Avg	PAR_Tot_Tot	ETos	Rso	Temp_suelo_Avg	Temp_suelo_Std
TS	RN		Deg C	%	kW/m2	kW/m2	MJ/m2	minutos	mm			meters/Sec	meters/Sec	Deg	Deg	mbar		Deg C	hPa				Deg C	%	meters/sec	Volts	Volts	Deg C	mbar	meters/sec	%		Deg C	umol/s*m2	mmol/m2	mm	MJ/m²	Deg C	Deg C
		Smp	Avg	Avg	Max	Min	Tot	Smp	Tot	Smp	Smp	WVc	WVc	WVc	WVc	Avg	Smp	Avg	Avg	Smp	Smp	Smp	Std	Std	Std	Max	Min	Avg	Std	Max	Max	Tot	Avg	Avg	Tot	ETos	Rso	Avg	Std
2021-07-09 13:00:00	0	84187	26.97	59.54	0.631	0.233	1.414518	56	1	687	2	2.805	2.558	43.36	23.88	916.7389	-99	18.34	35.61	-8	-8	-99	0.665	3.104	1.458	13.45	12.8	30.32	12.21	8.04	51.83	1138	27.97	636.2531	2172.168	0.161	3.912	26.64	0.944
2021-07-09 14:00:00	1	84187	27.57	55.98	0.93	0.375	2.009017	60	0	717	2	3.136	2.864	47.55	23.55	916.8137	-99	17.93	36.86	-8	-8	-99	0.347	1.812	1.845	13.45	13.36	31.18	0.251	9.64	12.14	1200	28.18	886.2256	3190.413	0.459	3.386	26.97	0.112
2021-07-09 15:00:00	2	84187	26.71	60.3	0.53	0.245	1.312325	60	0	659	2	2.65	2.398	59.99	23.89	915.9141	-99	18.27	35.06	-8	-8	-99	0.687	4.365	1.376	13.42	13.36	31.54	0.349	9.47	6.525	1200	27.81	582.087	2095.513	0.315	3.002	27.26	0.038
2021-07-09 16:00:00	3	84187	24.66	66.44	0.245	0.093	0.5023728	23	0	521	2	2.178	1.946	68.65	26.57	915.4686	-99	17.92	31.04	-8	-8	-99	0.445	1.119	1.172	13.49	13.37	29.33	0.29	8.49	5.274	1200	25.94	218.9688	788.2876	0.146	2.416	27.22	0.063
2021-07-09 17:00:00	4	84187	24.05	67.49	0.095	0.049	0.2482915	0	0	547	2	1.542	1.371	61.7	26.64	916.0503	-99	17.6	29.93	-8	-8	-99	0.15	0.987	0.985	13.53	13.22	26.82	0.241	6.37	5.174	1200	25.64	104.1133	374.8079	0.083	1.668	26.88	0.117
2021-07-09 18:00:00	5	84187	23.45	69.59	0.049	0	0.07067133	0	0	417	2	1.014	0.835	50.97	30.07	916.5513	-99	17.51	28.86	-8	-8	-99	0.195	0.831	0.713	13.29	12.87	25.39	0.243	4.247	5.242	1200	25.37	29.38786	105.7963	0.035	0.836	26.51	0.103
2021-07-09 19:00:00	6	84187	22.67	71.71	0	0	0	0	0	331	2	0.786	0.548	38.58	31.47	916.873	-99	17.24	27.53	-8	-8	-99	0.212	1.131	0.662	12.93	12.83	24.14	0.302	3.757	5.379	1200	24.64	0.2672416	0.9620699	0.015	0.117	26.15	0.102
2021-07-09 20:00:00	7	84187	21.86	76.01	0	0	0	0	0	593	2	0.858	0.784	47.99	23.06	917.4668	-99	17.37	26.2	-8	-8	-99	0.33	2.045	0.558	12.89	12.81	23.03	0.218	3.855	5.48	1200	23.82	0	0	0.012	0	25.8	0.093
2021-07-09 21:00:00	8	84187	21.16	79.79	0	0	0	0	0	342	2	0.569	0.404	45.67	22.95	918.2655	-99	17.47	25.11	-8	-8	-99	0.108	1.454	0.533	12.88	12.8	22.03	0.355	3.528	5.616	1200	23.38	0	0	0.007	0	25.5	0.091
2021-07-09 22:00:00	9	84187	21.34	81.2	0	0	0	0	0	596	2	1.124	1.006	42.51	23.07	918.6042	-99	17.93	25.38	-8	-8	-99	0.085	0.852	0.699	12.86	12.79	21.59	0.36	4.443	5.616	1200	23.35	0	0	0.012	0	25.25	0.061
2021-07-09 23:00:00	10	84187	21.04	82.7	0	0	0	0	0	628	2	1.339	1.241	28.25	20.92	918.4238	-99	17.91	24.91	-8	-8	-99	0.087	0.445	0.625	12.85	12.77	21.45	0.305	4.737	5.616	1200	22.9	0	0	0.012	0	25.08	0.043
2021-07-10 00:00:00	11	84187	20.64	84.6	0	0	0	0	0	179	4	0.845	0.345	104.9	28.44	917.7953	-99	17.88	24.31	-8	-8	-99	0.089	0.532	0.673	12.84	12.76	21.04	0.25	2.777	5.684	1200	22.83	0	0	0.008	0	24.92	0.052
2021-07-10 01:00:00	12	84187	20.08	91.6	0	0	0	0	0	229	4	0.678	0.349	142.5	24.98	918.0492	-99	18.6	23.5	-8	-8	-99	0.211	2.202	0.595	12.83	12.75	20.66	0.247	2.483	5.752	1200	22.71	0	0	0.004	0	24.74	0.045
2021-07-10 02:00:00	13	84187	19.29	95.2	0	0	0	0	0	322	2	0.596	0.387	34.5	18.25	916.9925	-99	18.43	22.37	-8	-8	-99	0.159	0.426	0.542	12.81	12.73	20.02	0.35	2.581	5.888	1200	21.9	0	0	0.002	0	24.57	0.064
2021-07-10 03:00:00	14	84187	18.82	96.1	0	0	0	0	0	89	0	0.253	0.123	20.42	33.24	916.5533	-99	18.12	21.71	-8	-8	-99	0.146	0.678	0.248	12.79	12.71	19.37	0.326	1.339	5.956	1200	21.53	0	0	0.001	0	24.37	0.052
2021-07-10 04:00:00	15	84187	18.49	94.7	0	0	0	0	0	266	2	0.547	0.413	20.61	25.92	916.1061	-99	17.56	21.27	-8	-8	-99	0.089	0.491	0.372	12.77	12.69	18.81	0.218	1.96	6.024	1200	20.75	0	0	0.002	0	24.18	0.065
2021-07-10 05:00:00	16	84187	18.22	95.7	0	0	0	0	0	184	0	0.441	0.132	130.2	20.31	916.0246	-99	17.46	20.91	-8	-8	-99	0.089	0.439	0.497	12.75	12.66	18.4	0.2	2.254	6.091	1200	20.51	0	0	0.001	0	23.98	0.056
2021-07-10 06:00:00	17	84187	17.93	96.3	0.031	0	0.02861076	0	0	228	0	0.464	0.374	16.23	27.35	916.315	-99	17.28	20.54	-8	-8	-99	0.114	0.518	0.358	12.75	12.65	18.1	0.232	1.862	6.125	1200	20.14	12.34344	44.43637	0.004	0	23.8	0.043
2021-07-10 07:00:00	18	84187	18.87	94	0.197	0.031	0.3595628	22	0	433	2	0.77	0.702	31.12	18.46	916.946	-99	17.8	21.79	-8	-8	-99	0.555	2.079	0.61	13.63	12.69	18.29	0.479	3.332	6.125	1200	21.08	129.4409	465.9872	0.02	0.147	23.71	0.017
2021-07-10 08:00:00	19	84187	21.34	83.8	0.162	0.12	0.484757	60	0	183	0	0.449	0.119	214.3	27.71	918.0454	-99	18.42	25.4	-8	-8	-99	0.538	2.302	0.393	13.63	13.46	20.07	0.221	2.613	5.888	1200	24.05	190.8084	686.9104	0.08	0.891	23.87	0.071
2021-07-10 09:00:00	20	84187	22.86	78	0.291	0.129	0.7732711	60	0	168	0	0.465	0.299	199.1	22.09	918.365	-99	18.75	27.85	-8	-8	-99	0.451	2.06	0.556	13.6	13.5	22.39	0.252	2.515	5.515	1200	25.7	304.102	1094.767	0.15	1.716	24.12	0.08
2021-07-10 10:00:00	21	84187	23.84	75.61	0.53	0.266	1.298989	60	0	329	7	0.895	0.613	259.8	28.1	918.5916	-99	19.2	29.54	-8	-8	-99	0.343	1.546	0.469	13.56	13.47	24.53	0.201	2.548	5.21	1200	26.58	510.2009	1836.723	0.257	2.452	24.48	0.112
2021-07-10 11:00:00	22	84187	25.3	69.6	0.534	0.334	1.381102	60	0	175	0	0.452	0.201	315.5	35.92	918.218	-99	19.26	32.26	-8	-8	-99	0.514	3.528	0.434	13.52	13.43	26.66	0.234	2.254	5.005	1200	28.39	571.1873	2056.274	0.285	3.027	24.91	0.136
2021-07-10 12:00:00	23	84187	25.52	69.97	0.413	0.271	1.198265	60	0	482	5	1.368	1.147	199.5	33.78	917.793	-99	19.55	32.66	-8	-8	-99	0.283	3.543	0.644	13.49	13.43	27.9	0.243	3.136	4.802	1200	28.09	498.526	1794.694	0.265	3.385	25.33	0.096
2021-07-10 13:00:00	24	84187	25.11	74.22	0.416	0.232	1.059691	60	0	575	6	1.304	1.142	206.3	27.66	917.4034	-99	20.13	31.88	-8	-8	-99	0.193	1.481	0.502	13.49	13.43	27.61	0.297	3.299	4.836	1200	28.01	438.1801	1577.449	0.234	3.495	25.58	0.057
2021-07-10 14:00:00	25	84187	24.42	79.85	0.427	0.038	0.7620361	47	0	619	5	2.498	2.308	158.2	19.89	916.8181	-99	20.63	30.64	-8	-8	-99	0.992	4.042	1.224	13.57	13.25	27.37	0.213	7.971	5.005	1200	26.73	313.3926	1128.213	0.179	3.354	25.75	0.037
2021-07-10 15:00:00	26	84187	22.09	83.3	0.322	0.042	0.6375986	33	0	547	4	2.717	2.339	160	25.79	916.7535	-99	19.06	26.58	-8	-8	-99	0.244	0.967	1.356	13.55	13.18	25.39	0.268	7.187	5.242	1200	23.49	275.0014	990.0052	0.143	2.996	25.69	0.047
2021-07-10 16:00:00	27	84187	20.61	94.4	0.042	0.014	0.08439709	0	1.4	480	7	1.144	0.971	272.1	20.26	917.4179	-99	19.6	24.29	-8	-8	-99	0.493	3.711	0.549	13.25	12.89	23.19	0.242	3.136	5.548	1200	23.37	42.04954	151.3783	0.021	2.402	25.49	0.081
2021-07-10 17:00:00	28	84187	20.03	97.8	0.024	0.015	0.07301581	0	5.6	306	2	0.691	0.603	19.4	22.67	917.7455	-99	19.61	23.41	-8	-8	-99	0.119	0.175	0.59	12.97	12.85	21.61	0.201	3.299	5.65	1200	23.11	33.59048	120.9257	0.016	1.655	25.12	0.14
2021-07-10 18:00:00	29	84187	19.47	98.2	0.015	0	0.02861001	0	2	609	2	0.878	0.817	38.25	19.03	917.7213	-99	19.11	22.62	-8	-8	-99	0.155	0.318	0.553	12.9	12.82	20.87	0.199	3.136	5.752	1200	22.19	12.59976	45.35914	0.007	0.831	24.73	0.084
2021-07-10 19:00:00	30	84187	19.44	99.1	0	0	1.413932E-06	0	0.4	845	2	1.146	1.085	48.23	18.12	917.8419	-99	19.23	22.57	-8	-8	-99	0.034	0.087	0.559	12.88	12.81	20.39	0.212	3.985	5.786	1200	22.01	0.2652662	0.9549583	0.001	0.117	24.52	0.048
2021-07-10 20:00:00	31	84187	19.34	98.6	0	0	0	0	0	582	1	1.145	1.062	16.42	21.45	918.0471	-99	19.06	22.43	-8	-8	-99	0.077	0.272	0.63	12.87	12.79	20.14	0.228	3.659	5.82	1200	21.84	0	0	0.001	0	24.38	0.038
2021-07-10 21:00:00	32	84187	19.17	97.2	0	0	0	0	0	743	2	1.295	1.191	48.27	19.3	917.3576	-99	18.65	22.2	-8	-8	-99	0.086	0.627	0.609	12.86	12.78	19.87	0.291	4.018	5.854	1200	21.39	0	0	0.002	0	24.26	0.035
2021-07-10 22:00:00	33	84187	19.31	97.1	0	0	0	0	0.2	467	8	0.893	0.488	308.4	34.52	917.9796	-99	18.77	22.39	-8	-8	-99	0.132	0.879	0.501	12.84	12.77	19.74	0.476	3.463	5.854	1200	21.86	0	0	0.002	0	24.16	0.032
2021-07-10 23:00:00	34	84187	19.04	96.7	0	0	0	0	0	446	5	0.827	0.548	182.8	45.98	918.6293	-99	18.43	22.01	-8	-8	-99	0.079	0.914	0.512	12.83	12.75	19.52	0.233	2.679	5.922	1200	21.48	0	0	0.002	0	24.05	0.032
2021-07-11 00:00:00	35	84187	18.71	98.2	0	0	0	0	0	491	2	0.642	0.589	36.09	18.08	918.3393	-99	18.36	21.57	-8	-8	-99	0.125	0.388	0.403	12.81	12.72	19.2	0.258	2.156	5.99	1200	21.26	0	0	0.001	0	23.93	0.036
2021-07-11 01:00:00	36	84187	18.4	98.8	0	0	0	0	0	420	1	0.696	0.651	19.25	17.28	917.6256	-99	18.14	21.15	-8	-8	-99	0.108	0.165	0.402	12.79	12.7	18.82	0.296	2.352	6.024	1200	20.8	0	0	0.001	0	23.79	0.053
2021-07-11 02:00:00	37	84187	18.13	99	0	0	0	0	0	616	2	0.898	0.835	32.7	18.38	916.8088	-99	17.91	20.8	-8	-8	-99	0.04	0.075	0.446	12.76	12.66	18.49	0.236	2.319	6.091	1200	20.3	0	0	0.001	0	23.63	0.041
2021-07-11 03:00:00	38	84187	17.75	98.6	0	0	0	0	0	468	2	1.056	0.971	23.42	17.63	916.5811	-99	17.46	20.31	-8	-8	-99	0.16	0.339	0.688	12.73	12.64	18.26	0.208	2.842	6.125	1200	19.62	0	0	0.001	0	23.49	0.037
2021-07-11 04:00:00	39	84187	17.4	98	0	0	0	0	0	491	2	1.045	0.95	27.64	21.4	916.6191	-99	17.01	19.87	-8	-8	-99	0.18	0.192	0.664	12.7	12.64	17.85	0.287	3.822	6.227	1200	19.1	0	0	0.001	0	23.35	0.046
2021-07-11 05:00:00	40	84187	17.32	97.1	0	0	0	0	0	566	2	1.675	1.557	26.55	21.07	917.0363	-99	16.79	19.76	-8	-8	-99	0.144	0.989	0.913	12.7	12.63	17.45	0.222	5.521	6.261	1200	18.48	0	0	0.002	0	23.2	0.049
2021-07-11 06:00:00	41	84187	17.84	94.8	0.049	0	0.039674	0	0	880	2	1.981	1.874	39.2	18.69	917.1119	-99	16.93	20.42	-8	-8	-99	0.225	0.535	0.703	12.8	12.62	17.47	0.214	4.704	6.228	1200	18.84	16.21793	58.38455	0.008	0	23.06	0.035
2021-07-11 07:00:00	42	84187	19.28	89.7	0.306	0.049	0.4774826	33	0	899	2	1.854	1.75	43.14	18.57	917.4801	-99	17.48	22.36	-8	-8	-99	0.599	2.226	0.774	13.63	12.75	18.29	0.237	4.639	6.126	1200	20.59	163.1509	587.3433	0.047	0.145	23.03	0.034
2021-07-11 08:00:00	43	84187	22.68	78.2	0.578	0.235	1.521542	60	0	462	2	0.872	0.777	33.33	25.04	917.9017	-99	18.6	27.62	-8	-8	-99	1.274	4.382	0.631	13.63	13.5	20.79	0.188	3.365	5.821	1200	25.17	529.1504	1904.941	0.261	0.888	23.26	0.097
2021-07-11 09:00:00	44	84187	26.1	66.11	0.825	0.569	2.485239	60	0.2	452	2	0.914	0.773	48.25	29.61	918.0486	-99	19.18	33.85	-8	-8	-99	0.879	3.933	0.707	13.53	13.4	25.62	0.204	4.149	5.074	1200	28.82	942.5264	3393.095	0.482	1.712	23.72	0.156
2021-07-11 10:00:00	45	84187	27.84	60.88	1	0.526	3.134505	60	0	262	2	1.162	0.418	114.6	31.3	917.8371	-99	19.52	37.44	-8	-8	-99	0.338	2.283	0.78	13.45	13.36	29.06	0.225	4.737	4.633	1200	30.54	1288.523	4638.684	0.636	2.448	24.34	0.218
2021-07-11 11:00:00	46	84187	26.9	67.19	1.208	0.219	2.547908	60	0	559	5	2.149	1.923	199.2	24.77	917.5596	-99	20.23	35.45	-8	-8	-99	0.39	2.334	0.753	13.45	13.36	29.45	0.197	5.194	4.733	1200	29.25	1011.444	3641.197	0.518	3.016	25.15	0.197
2021-07-11 12:00:00	47	84187	27.2	67.07	1.172	0.346	3.154476	60	0	624	5	2.367	2.093	177.6	27.2	917.3683	-99	20.48	36.06	-8	-8	-99	0.343	1.847	0.841	13.45	13.39	29.32	0.263	5.749	4.733	1200	29.52	1269.873	4571.544	0.637	3.375	25.95	0.271
2021-07-11 13:00:00	48	84187	26.78	69.94	1.159	0.348	2.170427	60	0	564	6	2.44	2.163	202.3	25.78	916.7845	-99	20.76	35.22	-8	-8	-99	0.609	2.742	0.858	13.45	13.35	30.2	0.261	5.553	4.699	1200	29.19	930.7736	3350.785	0.455	3.489	26.66	0.142
2021-07-11 14:00:00	49	84187	26.46	73.91	1.096	0.258	1.547923	60	0	601	5	2.4	2.101	195.2	27.2	916.1985	-99	21.35	34.54	-8	-8	-99	0.474	3.396	0.872	13.45	13.35	30.29	0.239	5.423	4.733	1200	29.19	637.7985	2296.074	0.335	3.348	26.99	0.091
2021-07-11 15:00:00	50	84187	24.73	83.4	0.735	0.187	0.9427765	60	0	673	5	2.634	2.414	192.6	22.83	915.8954	-99	21.66	31.18	-8	-8	-99	0.511	2.55	1.022	13.49	13.38	28.59	0.2	7.317	4.937	1200	27.47	386.7389	1392.26	0.204	2.969	26.99	0.05
2021-07-11 16:00:00	51	84187	23.79	88.4	0.33	0.013	0.6317077	51	0.2	672	5	2.331	2.087	178.3	25.93	915.7146	-99	21.67	29.47	-8	-8	-99	0.68	4.653	0.855	13.52	13.17	26.83	0.192	5.096	5.174	1200	26.74	262.9084	946.4703	0.137	2.384	26.77	0.062
2021-07-11 17:00:00	52	84187	21.16	98.1	0.02	0.002	0.03200952	0	8.2	571	5	2.257	1.978	173.3	28.43	916.0432	-99	20.77	25.11	-8	-8	-99	0.571	1.211	1.181	13.19	12.86	24.17	0.28	6.664	5.514	1200	23.7	15.5316	55.91378	0.009	1.649	26.29	0.274
2021-07-11 18:00:00	53	84187	20	99.5	0.009	0	0.01100044	0	8.4	588	5	2.05	1.8	185.4	22.79	916.6462	-99	19.86	23.38	-8	-8	-99	0.17	0.259	0.979	12.92	12.83	22.06	0.203	5.39	5.65	1200	22.25	5.281366	19.01292	0.003	0.83	25.48	0.264
2021-07-11 19:00:00	54	84187	19.76	99.8	0	0	8.639804E-06	0	20.2	457	7	1.134	0.953	271.3	21.41	917.3467	-99	19.67	23.03	-8	-8	-99	0.071	0.027	0.481	12.89	12.81	21.18	0.392	2.581	5.717	1200	22.55	0.03256438	0.1172318	0.001	0.117	24.79	0.176
2021-07-11 20:00:00	55	84187	19.61	99.8	0	0	0	0	11.8	544	8	0.632	0.606	303.4	14.89	917.8918	-99	19.51	22.81	-8	-8	-99	0.05	0.026	0.475	12.87	12.8	20.78	0.204	1.993	5.752	1200	22.68	0	0	0	0	24.1	0.176
2021-07-11 21:00:00	56	84187	19.68	99.8	0	0	0	0	2.4	281	7	0.595	0.448	312	24.58	918.5398	-99	19.59	22.91	-8	-8	-99	0.066	0.025	0.436	12.86	12.79	20.57	0.281	1.764	5.786	1200	22.81	0	0	0	0	23.69	0.056
2021-07-11 22:00:00	57	84187	19.64	99.8	0	0	0	0	0	296	2	0.637	0.394	353.2	25.36	918.5802	-99	19.54	22.85	-8	-8	-99	0.079	0.024	0.362	12.85	12.78	20.43	0.221	1.699	5.82	1200	22.72	0	0	0	0	23.61	0.009
2021-07-11 23:00:00	58	84187	19.5	99.7	0	0	0	0	0	457	7	0.734	0.617	290.9	23.9	918.6859	-99	19.4	22.66	-8	-8	-99	0.04	0.114	0.382	12.84	12.77	20.23	0.205	1.96	5.853	1200	22.45	0	0	0	0	23.61	0.01
2021-07-12 00:00:00	59	84187	19.51	99.6	0	0	0	0	0	345	0	0.458	0.366	42.7	27.17	917.9497	-99	19.38	22.67	-8	-8	-99	0.062	0.047	0.396	12.83	12.76	20.07	0.322	1.96	5.887	1200	22.64	0	0	0	0	23.59	0.013
2021-07-12 01:00:00	60	84187	19.32	99.8	0	0	0	0	0	468	8	0.779	0.65	305.9	32.6	917.2968	-99	19.22	22.4	-8	-8	-99	0.062	0.052	0.47	12.82	12.74	19.84	0.23	2.058	5.888	1200	22.15	0	0	0	0	23.52	0.029
2021-07-12 02:00:00	61	84187	19.18	99.6	0	0	0	0	0	409	2	0.631	0.533	35.23	19.05	916.6682	-99	19.05	22.21	-8	-8	-99	0.105	0.071	0.323	12.8	12.72	19.63	0.32	1.47	5.955	1200	22.03	0	0	0	0	23.44	0.025
2021-07-12 03:00:00	62	84187	18.89	99.8	0	0	0	0	0	276	2	0.524	0.385	19.77	24.99	916.6348	-99	18.79	21.81	-8	-8	-99	0.054	0.059	0.365	12.78	12.7	19.25	0.37	2.123	5.989	1200	21.7	0	0	0	0	23.31	0.049
2021-07-12 04:00:00	63	84187	19.02	99.8	0	0	0	0	0.2	622	2	1.269	1.155	34.14	20.92	916.8654	-99	18.92	21.98	-8	-8	-99	0.091	0.035	0.719	12.76	12.68	19.3	0.198	4.377	5.956	1200	21.37	0	0	0	0	23.21	0.02
2021-07-12 05:00:00	64	84187	19.22	99.2	0	0	0	0	0	645	2	1.329	1.227	30.17	21.19	916.8053	-99	19.02	22.26	-8	-8	-99	0.087	0.298	0.654	12.74	12.65	19.51	0.208	3.822	5.922	1200	21.57	0	0	0.001	0	23.19	0.011
2021-07-12 06:00:00	65	84187	18.87	98.6	0.026	0	0.02104092	0	0	205	0	0.483	0.386	49.04	31.16	917.0473	-99	18.57	21.78	-8	-8	-99	0.104	0.146	0.611	12.71	12.64	19.15	0.269	3.561	5.99	1200	21.62	10.43939	37.5818	0.003	0	23.12	0.037
2021-07-12 07:00:00	66	84187	19.04	98.6	0.097	0.026	0.2123466	0	0	254	8	0.516	0.457	308	17.04	917.7357	-99	18.74	22.02	-8	-8	-99	0.184	0.248	0.479	13.14	12.68	19	0.264	2.221	6.024	1200	21.84	81.16396	292.1903	-0.008	0.143	22.99	0.03
2021-07-12 08:00:00	67	84187	20.23	95	0.185	0.098	0.5333968	50	0	365	8	0.549	0.45	320.1	23.23	918.3245	-99	19.33	23.72	-8	-8	-99	0.487	2.154	0.421	13.63	13.13	19.74	0.246	1.862	5.922	1200	23.28	206.106	741.9815	0.082	0.882	23.05	0.049
2021-07-12 09:00:00	68	84187	21.79	86	0.246	0.185	0.738361	60	0	176	0	0.412	0.271	272	25.35	918.5673	-99	19.28	26.09	-8	-8	-99	0.36	1.836	0.312	13.6	13.51	21.3	0.207	1.405	5.752	1200	24.9	295.2755	1062.992	0.14	1.71	23.33	0.106
2021-07-12 10:00:00	69	84187	22.99	84.2	0.336	0.246	1.028791	60	0	263	8	0.567	0.446	337.6	32.53	918.6869	-99	20.12	28.08	-8	-8	-99	0.406	2.342	0.436	13.56	13.47	23.3	0.295	2.45	5.48	1200	26.4	411.9843	1483.144	0.203	2.442	23.7	0.119
2021-07-12 11:00:00	70	84187	24.05	77.33	0.358	0.335	1.245397	60	0	343	7	0.776	0.648	302.2	27.62	918.5992	-99	19.76	29.92	-8	-8	-99	0.362	2.993	0.461	13.53	13.46	25.08	0.295	2.352	5.243	1200	27.13	508.4008	1830.243	0.255	3.023	24.1	0.112
2021-07-12 12:00:00	71	84187	25.28	73.98	0.463	0.34	1.510235	60	0	473	7	1.096	0.975	295.1	28.05	918.0793	-99	20.22	32.22	-8	-8	-99	0.738	3.908	0.57	13.52	13.43	26.58	0.245	2.679	5.073	1200	28.36	619.7482	2231.094	0.315	3.38	24.5	0.126
2021-07-12 13:00:00	72	84187	26.65	67.79	0.418	0.308	1.26982	60	0.2	344	2	0.76	0.551	42.57	32.43	917.6064	-99	20.13	34.92	-8	-8	-99	0.129	2.055	0.631	13.49	13.39	28.27	0.192	3.071	4.904	1200	29.93	553.756	1993.522	0.278	3.5	24.96	0.124
2021-07-12 14:00:00	73	84187	26.02	74.78	0.339	0.329	1.203659	60	0	494	5	1.401	1.146	180.4	30.4	917.3979	-99	21.09	33.67	-8	-8	-99	0.578	5.577	0.762	13.45	13.39	28.63	0.22	3.757	4.937	1200	29.33	515.8536	1857.073	0.264	3.353	25.3	0.083
2021-07-12 15:00:00	74	84187	25.09	80.7	0.333	0.249	0.9876854	60	0	693	5	1.72	1.556	186.9	23.21	917.1987	-99	21.48	31.84	-8	-8	-99	0.23	1.342	0.611	13.49	13.39	27.72	0.233	3.855	5.039	1200	28.37	410.5102	1477.837	0.214	2.974	25.52	0.043
2021-07-12 16:00:00	75	84187	24.13	89.1	0.253	0.113	0.6938939	58	0	645	5	1.664	1.472	178.9	24.23	916.5687	-99	22.14	30.06	-8	-8	-99	0.428	1.739	0.695	13.49	13.42	26.79	0.249	4.051	5.174	1200	27.8	278.8285	1003.783	0.146	2.382	25.59	0.018
2021-07-12 17:00:00	76	84187	23.28	89.7	0.15	0.066	0.3983348	27	0	647	5	1.217	1.102	173.1	21.3	916.432	-99	21.43	28.56	-8	-8	-99	0.111	0.854	0.632	13.54	13.43	25.57	0.188	3.757	5.276	1200	26.88	159.7294	575.0261	0.088	1.646	25.56	0.038
2021-07-12 18:00:00	77	84187	22.55	90.2	0.066	0	0.09420533	0	0	349	6	0.922	0.646	209.3	22.84	917.2005	-99	20.8	27.33	-8	-8	-99	0.279	0.677	0.518	13.54	12.89	24.46	0.43	2.711	5.379	1200	26.05	39.0622	140.6239	0.025	0.827	25.4	0.064
2021-07-12 19:00:00	78	84187	21.68	92.9	0.001	0	0.000139483	0	0	141	0	0.26	0.187	126.5	20.26	917.8643	-99	20.42	25.92	-8	-8	-99	0.188	1.139	0.456	12.94	12.84	23.26	0.242	2.515	5.514	1200	25.45	0.2977801	1.072008	0.002	0.117	25.14	0.086
2021-07-12 20:00:00	79	84187	21.3	95.5	0	0	0	0	0	105	0	0.478	0.071	320.5	19.2	918.3745	-99	20.48	25.32	-8	-8	-99	0.05	0.909	0.59	12.9	12.82	22.43	0.212	2.777	5.582	1200	24.94	0	0	0.002	0	24.88	0.066
2021-07-12 21:00:00	80	84187	21.31	95.3	0	0	0	0	0	399	7	0.789	0.675	277	24.28	918.4906	-99	20.45	25.34	-8	-8	-99	0.096	0.616	0.559	12.88	12.81	22.04	0.206	2.515	5.616	1200	24.72	0	0	0.002	0	24.66	0.065
2021-07-12 22:00:00	81	84187	21.01	96.8	0	0	0	0	0	150	0	0.373	0.16	264.9	22.84	918.448	-99	20.41	24.87	-8	-8	-99	0.098	0.372	0.361	12.87	12.8	21.76	0.194	1.699	5.65	1200	24.69	0	0	0.001	0	24.5	0.047
2021-07-12 23:00:00	82	84187	20.74	97.7	0	0	0	0	0	122	0	0.381	0.225	191.1	22.8	918.3883	-99	20.3	24.46	-8	-8	-99	0.106	0.223	0.465	12.86	12.79	21.43	0.21	2.777	5.683	1200	24.36	0	0	0.001	0	24.36	0.037
2021-07-13 00:00:00	83	84187	20.34	98.1	0	0	0	0	0	224	0	0.296	0.187	316.3	17.14	918.132	-99	19.96	23.87	-8	-8	-99	0.097	0.289	0.263	12.85	12.78	21	0.278	0.915	5.752	1200	23.86	0	0	0.001	0	24.21	0.047
2021-07-13 01:00:00	84	84187	20.09	98.8	0	0	0	0	0	103	0	0.359	0.255	351.6	20.22	917.4656	-99	19.84	23.5	-8	-8	-99	0.073	0.137	0.258	12.84	12.77	20.6	0.289	1.045	5.786	1200	23.51	0	0	0.001	0	24.05	0.049
2021-07-13 02:00:00	85	84187	19.95	99	0	0	0	0	0	314	1	0.548	0.513	21.12	18.89	916.8986	-99	19.72	23.3	-8	-8	-99	0.084	0.164	0.33	12.83	12.76	20.46	0.265	1.47	5.82	1200	23.17	0	0	0.001	0	23.92	0.025
2021-07-13 03:00:00	86	84187	19.85	96.7	0	0	0	0	0	598	2	1.286	1.133	46.72	22.04	916.5012	-99	19.25	23.16	-8	-8	-99	0.186	2.066	0.746	12.81	12.74	20.22	0.183	5.357	5.854	1200	22.35	0	0	0.002	0	23.82	0.029
2021-07-13 04:00:00	87	84187	20.21	91.8	0	0	0	0	0	832	2	1.641	1.553	41.38	18.22	916.4778	-99	18.76	23.67	-8	-8	-99	0.128	0.682	0.722	12.8	12.72	20.06	0.208	4.965	5.887	1200	22.23	0	0	0.007	0	23.71	0.042
